PWSID,PWSName,Size,FacilityID,FacilityName,FacilityWaterType,SamplePointID,SamplePointName,SamplePointType,AssociatedFacilityID,AssociatedSamplePointID,CollectionDate,SampleID,Contaminant,MRL,Units,MethodID,AnalyticalResultsSign,AnalyticalResultValue,SampleEventCode,MonitoringRequirement,Region,State,UCMR1SampleType
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,lithium,9,µg/L,EPA 200.7,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,6/25/2025,380-157456-3,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,ADONA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFUnA,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFHxA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFHxS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFDoA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100837,SPRINGFIELD UTILITY BOARD,L,00500,Sportsway/I-5 Groundwater Facility,GW,EPE,Gateway St Sample Station,EP,,,9/18/2025,380-172426-3,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFDA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFMBA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFDoA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFHxA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFUnA,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,ADONA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,HFPO-DA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFHpS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFEESA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,NFDHA,0.02,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFMPA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFTA,0.008,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFPeA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,4:2 FTS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,6:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,8:2 FTS,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFOA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,lithium,9,µg/L,EPA 200.7,=,9.3,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFBS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFHpA,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFHxS,0.003,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFOS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,1/14/2025,124858P,PFBA,0.005,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,NMeFOSAA,0.006,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,NEtFOSAA,0.005,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFTA,0.008,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFMPA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFTrDA,0.007,µg/L,EPA 537.1,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFEESA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFDA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,4:2 FTS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,6:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFBA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,HFPO-DA,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,ADONA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,9Cl-PF3ONS,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,11Cl-PF3OUdS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFHpS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFUnA,0.002,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,NFDHA,0.02,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFBS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFMBA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFPeA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,8:2 FTS,0.005,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFDoA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFOA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFOS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFNA,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFHxS,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFHpA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFPeS,0.004,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,lithium,9,µg/L,EPA 200.7,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20001,I5 Wellfield Treatment,GW,EP1,I5 Wellfield - EP-A,EP,,,7/15/2025,130029P,PFHxA,0.003,µg/L,EPA 533,<,,SE2,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20002,Chase Wells TP,MX,EP2,Chase Wellfield - EP-B,EP,,,1/13/2025,124859P,PFPeS,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20002,Chase Wells TP,MX,EP2,Chase Wellfield - EP-B,EP,,,1/13/2025,124859P,PFOS,0.004,µg/L,EPA 533,=,0.0094,SE1,AM,10,OR,
OR4100839,RAINBOW WATER DISTRICT,S,20002,Chase Wells TP,MX,EP2,Chase Wellfield - EP-B,EP,,,1/13/2025,124859P,PFNA,0.004,µg/L,EPA 533,<,,SE1,AM,10,OR,
