"station_id","tract_geoid","state_fips","state_name","county_fips","tract_code","site_name","industry","matrix","sample_year","longitude","latitude","pfoa","pfos","total_pfas","reported_pfas_level","total_population","people_of_color","people_of_color_pct","white_non_hispanic_pct","black_non_hispanic_pct","aian_non_hispanic_pct","asian_non_hispanic_pct","nhpi_non_hispanic_pct","other_race_non_hispanic_pct","multiracial_non_hispanic_pct","hispanic_or_latino_pct","median_household_income"
"449","06055201005","06","California","055","201005","Napa Pipe, Class II Waste Management Unit","Landfill","Groundwater","2019","-122.283571","38.247911","3",,"66","66","2650","1907","71.9622641509434","28.0377358490566","3.16981132075472","0.30188679245283","22.188679245283","0","0","4.90566037735849","41.3962264150943","103056"
"450","06007002200","06","California","007","002200","Neal Rd Class III Landfill","Landfill","Groundwater","2019","-121.730447","39.675815","1100","160","8817","8817","2248","267","11.8772241992883","88.1227758007118","0.400355871886121","0","0.48932384341637","0.934163701067616","0","4.40391459074733","5.64946619217082","94167"
"451","06071010700","06","California","071","010700","Needles Waste Management Facility","Landfill","Groundwater","2019","-114.622592","34.791598",,"1","3","3","3621","1780","49.1576912455123","50.8423087544877","4.36343551505109","0.497100248550124","1.07705053852527","0","0","3.86633526650097","39.3537696768848","33554"
"452","06085504602","06","California","085","504602","Newby Island Landfill","Landfill","Groundwater","2019","-121.943335","37.458801","140","29","2725","2725","1542","1261","81.7769130998703","18.2230869001297","2.14007782101167","0","18.5473411154345","0","0","2.72373540856031","58.3657587548638","121953"
"453","06059063500","06","California","059","063500","Newport Plating","Superfund Site","Groundwater","2019","-117.928722","33.613901","170","1100","1663","1663","5499","1190","21.6402982360429","78.3597017639571","0","0","1.36388434260775","0","0","2.89143480632842","17.3849790871067","143381"
"454","06025010101","06","California","025","010101","Niland III Waste Management Facility","Landfill","Groundwater","2019","-115.49192","33.271298",,"1","16","16","3155","2903","92.0126782884311","7.98732171156894","17.7496038034865","1.45800316957211","2.47226624405705","0.316957210776545","0.412044374009509","1.71156893819334","67.892234548336",
"455","06077004704","06","California","077","004704","North Co Sanitary Landfill","Landfill","Groundwater","2020","-121.100484","38.09795",,,"11","11","5575","2264","40.609865470852","59.390134529148","1.04035874439462","0","4.66367713004484","0.322869955156951","0.825112107623318","5.99103139013453","27.7668161434978","125692"
"456","06073009400","06","California","073","009400","North Miramar Landfill","Landfill","Groundwater","2018","-117.150802","32.84215","1300","26","3141","3141","4394","2553","58.1019572143832","41.8980427856168","16.0901228948566","0.864815657715066","3.25443786982249","0.318616294947656","0.227583067819754","6.16750113791534","31.1788802913063","89893"
"457","06065045618","06","California","065","045618","Oasis Class III Waste Management Facility","Landfill","Soil","2019","-116.079959","33.440392","6300","510000","23058440","23058440","1747","1726","98.7979393245564","1.20206067544362","0.114481969089868","0.801373783629078","2.23239839725243","0","0","1.43102461362335","94.2186605609617","34777"
"458","06025012301","06","California","025","012301","Ocotillo Waste Management Facility","Landfill","Groundwater","2019","-115.997606","32.772173",,"2","4","4","3994","3458","86.5798698047071","13.4201301952929","13.7456184276415","0.550826239359039","0.625938908362544","0.150225338007011","0.175262894341512","1.17676514772158","70.1552328492739","44750"
"459","06059086402","06","California","059","086402","Ocwd - North Basin","Superfund Site","Groundwater","2020","-117.882737","33.849194","32","72","169","169","6193","4895","79.0408525754885","20.9591474245115","2.1637332472146","0","12.3042144356532","0","0","2.84191829484902","61.7309865977717","133594"
"460","06059074403","06","California","059","074403","Orange County Water District - South Basin","Industry","Groundwater","2017","-117.851622","33.719938","61","3","66","66","4987","4973","99.7192701022659","0.280729897734109","0.701824744335272","0","2.68698616402647","0","0","0","96.3304591939041","70096"
"461","06001450742","06","California","001","450742","Old Pleasanton Landfill","Landfill","Groundwater","2019","-121.839468","37.665387","37","12","101","101","5241","2725","51.9938942949819","48.0061057050181","0.763213127265789","0","37.3211219232971","0","0","5.2470902499523","8.66246899446671","153900"
"462","06071001600","06","California","071","001600","Ontario International Airport","Airport","Groundwater","2020","-117.60853","34.05189","48",,"1802","1802","4773","4666","97.7582233396187","2.24177666038131","0.900900900900901","0","0.43997485857951","0","0","1.44563167818982","94.9717159019485","65188"
"463","06115040800","06","California","115","040800","Ostrom Road Landfill","Landfill","Groundwater","2019","-121.384855","39.073853","150","6","2011","2011","4495","1535","34.1490545050056","65.8509454949944","0.0222469410456062","0","1.49054505005562","0","0.444938820912125","13.1479421579533","19.0433815350389","92500"
"464","06073013317","06","California","073","013317","Otay Annex Sanitary Landfill","Landfill","Groundwater","2019","-117.012185","32.601708","95","8","1074","1074","18047","15507","85.9256386102953","14.0743613897047","6.49969524020613","0","32.9583864354186","0","0.58181415193661","2.90352967252175","42.9822131102122","129469"
"465","06073013317","06","California","073","013317","Otay Class 1 Landfill","Landfill","Groundwater","2019","-117.012741","32.605733","38","2","1128","1128","18047","15507","85.9256386102953","14.0743613897047","6.49969524020613","0","32.9583864354186","0","0.58181415193661","2.90352967252175","42.9822131102122","129469"
"466","06081613501","06","California","081","613501","Ox Mountain (Corinda Los Trancos) Landfill","Landfill","Groundwater","2019","-122.410995","37.491029","33","7","593","593","4379","2268","51.7926467229961","48.2073532770039","0.479561543731446","0","8.17538250742179","0.159853847910482","0","5.36652203699475","37.6113267869377","172869"
"467","06111004715","06","California","111","004715","Oxnard Advanced Water Purification Facility","WWTP","Groundwater","2020","-119.18395","34.14505",,"1","4","4","4239","3542","83.5574427931116","16.4425572068884","0.377447511205473","0","6.53456003774475","1.3446567586695","0.518990327907525","3.16112290634584","71.6206652512385","85517"
"468","06111002905","06","California","111","002905","Oxnard Airport","Airport","Groundwater","2020","-119.21847","34.199921","500","20","37062","37062","5193","4306","82.9193144617755","17.0806855382245","1.40573849412671","0","9.18544194107452","0","0.481417292509147","3.38917773926439","68.4575389948007","132823"
"469","06025012400","06","California","025","012400","Palo Verde III Waste Management Facility","Landfill","Groundwater","2019","-114.748972","33.391134","3",,"10","10","835","300","35.9281437125749","64.0718562874251","23.2335329341317","0","0","0","1.67664670658683","4.4311377245509","6.58682634730539","25978"
"470","06073022101","06","California","073","022101","Palomar Airport Landfill","Landfill","Groundwater","2019","-117.273322","33.127106","110","180","1807","1807","2514","742","29.5147175815434","70.4852824184566","1.43198090692124","0","5.44948289578361","3.38106603023071","0","15.115354017502","4.13683373110581","190469"
"471","06073003201","06","California","073","003201","Paradise Hills Park Landfill","Landfill","Groundwater","2019","-117.049974","32.68544","16","53","195","195","5335","4758","89.1846298031865","10.8153701968135","14.8641049671978","0.0937207122774133","25.8669165885661","4.47985004686036","0","13.2146204311153","30.6654170571696","83169"
"472","06079010303","06","California","079","010303","Paso Robles Solid Waste Site","Landfill","Groundwater","2020","-120.533792","35.66305",,,"15","15","3109","1259","40.4953361209392","59.5046638790608","1.57606947571566","0","5.62881955612737","0","0.611128980379543","1.92988099067224","30.7494371180444","101120"
"473","06037121900","06","California","037","121900","Penrose Landfill","Landfill","Groundwater","2019","-118.37947","34.221643","5","17","125","125","2797","2520","90.0965319985699","9.9034680014301","1.17983553807651","0","5.68466213800501","0","0","0","83.2320343224884","56115"
"474","06097150612","06","California","097","150612","Petaluma Landfill - Casa Grande","Landfill","Groundwater","2019","-122.608031","38.228914","260","17","0","260","4729","1671","35.3351659970395","64.6648340029605","2.83358003806302","0","4.50412349333897","0","0.718968069359273","5.85747515330937","21.4210192429689","135240"
"475","06037920200","06","California","037","920200","Peter Pitchess Landfill","Landfill","Groundwater","2020","-118.585804","34.462431","6","8","48","48","3604","3189","88.4850166481687","11.5149833518313","21.3928967813541","0","1.80355160932297","0.194228634850166","1.08213096559378","2.02552719200888","61.9866814650388",
"476","06025012400","06","California","025","012400","Picacho Solid Waste Disposal Service","Landfill","Groundwater","2019","-114.618834","32.814504",,"1","2","2","835","300","35.9281437125749","64.0718562874251","23.2335329341317","0","0","0","1.67664670658683","4.4311377245509","6.58682634730539","25978"
"477","06013392201","06","California","013","392201","Pinole Point Business Park","Landfill","Groundwater","2020","-122.351863","37.998722","5","15","43","43","5257","4838","92.0296747194217","7.97032528057828","18.0140764694693","0.133155792276964","34.867795320525","0","2.70116035761841","4.41316340117938","31.9003233783527","118412"
"478","06037187102","06","California","037","187102","Pollock Remediation Project","Unknown","Groundwater","2017","-118.251","34.11007","12","14","36","36","4615","3841","83.228602383532","16.771397616468","1.23510292524377","0","26.5655471289274","0","0","4.7670639219935","50.6608884073673","91944"
"479","06063000300","06","California","063","000300","Portola Class III Landfill","Landfill","Groundwater","2019","-120.447449","39.825179","66",,"159","159","5439","1621","29.8032726604155","70.1967273395845","0","2.92333149476007","2.51884537598823","0","0","5.38701967273396","18.9740761169333","54420"
"480","06095252702","06","California","095","252702","Potrero Hills Landfill","Landfill","Groundwater","2019","-121.978126","38.211002","320",,"2122","2122","7119","5469","76.8225874420565","23.1774125579435","21.4636887203259","0","22.039612305099","1.2220817530552","0.618064334878494","9.74856019103807","21.7305801376598","65833"
"481","06073017010","06","California","073","017010","Poway Landfill","Landfill","Groundwater","2019","-117.01935","32.96565","20","13","155","155","3113","920","29.5534853838741","70.4465146161259","0.32123353678124","0","7.3562479922904","0.224863475746868","2.76260841631866","7.74172823642788","11.146803726309","214398"
"482","06059042205","06","California","059","042205","Prima Deshecha Sanitary Landfill","Landfill","Groundwater","2019","-117.625156","33.486663","1","1","4","4","5336","2072","38.8305847076462","61.1694152923538","0","0","2.60494752623688","0","0","5.13493253373313","31.0907046476762","138824"
"483","06037408402","06","California","037","408402","Puente Hills Landfill","Landfill","Groundwater","2019","-118.024533","34.024491","25","12","245","245","6152","4943","80.3478543563069","19.6521456436931","0.666449934980494","0","20.8875162548765","0","0.0812743823146944","0.487646293888166","58.2249674902471","109828"
"484","06073020807","06","California","073","020807","Ramona Sanitary Landfill","Landfill","Groundwater","2019","-116.864005","33.083729","680","9","16486","16486","2950","1134","38.4406779661017","61.5593220338983","0.0677966101694915","0.372881355932203","2.50847457627119","0","2.10169491525424","6.06779661016949","27.3220338983051","128177"
"485","06095253501","06","California","095","253501","Recology Hay Road (Formerly Norcal Waste-Hay Road Landfill;  Formerly B&J Landfill)","Landfill","Groundwater","2020","-121.83563","38.310463","384",,"1618","1618","6523","2926","44.8566610455312","55.1433389544688","9.06024835198528","0","6.8373447800092","0","0","1.76299248811896","27.1960754254178","81923"
"486","06103000400","06","California","103","000400","Red Bluff Class III Landfill","Landfill","Groundwater","2020","-122.300502","40.197091","2",,"21","21","5705","1161","20.3505696757231","79.6494303242769","0.0876424189307625","0","1.71779141104294","0","1.05170902716915","5.78439964943032","11.7090271691499","103438"
"487","06089011502","06","California","089","011502","Redding Municipal Airport","Airport","Groundwater","2020","-122.29967","40.50581","820","5000","11201","11201","2641","343","12.9875047330557","87.0124952669443","0.0378644452858766","0","0","0","0","3.02915562287013","9.92048466489966","70078"
"488","06041101100","06","California","041","101100","Redwood Landfill","Landfill","Groundwater","2019","-122.564794","38.166173",,,"4","4","2428","702","28.9126853377265","71.0873146622735","0","0","20.8813838550247","0","0","3.83031301482702","4.20098846787479","208958"
"489","06029005509","06","California","029","005509","Ridgecrest/Inyokern Landfill","Landfill","Groundwater","2019","-117.739105","35.601765","7",,"7352","7352","4737","1524","32.1722609246358","67.8277390753641","4.13763985644923","0","4.45429596791218","0","2.57546970656534","8.76081908380832","12.2440363099008","100144"
"490","06009000124","06","California","009","000124","Rock Creek Landfill","Landfill","Groundwater","2019","-120.841636","38.034788","32",,"598","598","2119","472","22.2746578574799","77.7253421425201","0.424728645587541","0","0","0.188768286927796","0","6.08777725342143","15.5733836715432","98068"
"491","06067007101","06","California","067","007101","Sacramento International Airport","Airport","Groundwater","2019","-121.590065","38.695085","9200","72000","320400","320400","1355","890","65.6826568265683","34.3173431734317","2.28782287822878","0","39.3357933579336","5.53505535055351","0","3.24723247232472","15.2767527675277","192938"
"492","06025012301","06","California","025","012301","Salton City Solid Waste Site","Landfill","Groundwater","2019","-115.981388","33.231404",,"1","18","18","3994","3458","86.5798698047071","13.4201301952929","13.7456184276415","0.550826239359039","0.625938908362544","0.150225338007011","0.175262894341512","1.17676514772158","70.1552328492739","44750"
"493","06073006200","06","California","073","006200","San Diego International Airport","Airport","Groundwater","2019","-117.187991","32.738456","59700","5960","426304","426304","28","22","78.5714285714286","21.4285714285714","25","53.5714285714286","0","0","0","0","0",
"494","06081984300","06","California","081","984300","San Francisco International Airport","Airport","Groundwater","2019","-122.378955","37.621313","226","1370","12070","12070","0","0",,,,,,,,,,
"495","06085505100","06","California","085","505100","San Jose International Airport","Airport","Groundwater","2019","-121.928938","37.363947","585","2190","35053","35053","3993","3275","82.0185324317556","17.9814675682444","3.3809166040571","0","39.8196844477836","0","0","2.854996243426","35.9629351364889","115395"
"496","06079011505","06","California","079","011505","San Luis County Regional Airport","Airport","Groundwater","2020","-120.642013","35.237564","290","610","8232","8232","5040","1624","32.2222222222222","67.7777777777778","2.87698412698413","0.138888888888889","3.92857142857143","0.515873015873016","0.674603174603175","5.1984126984127","18.8888888888889","117695"
"497","06073017112","06","California","073","017112","San Marcos II Sanitary Landfill","Landfill","Groundwater","2019","-117.194309","33.085911","7600","3300","37950","37950","2319","913","39.370418283743","60.629581716257","0.646830530401035","0.517464424320828","14.4890038809832","0","0.86244070720138","7.58947822337214","15.2652005174644","250001"
"498","06083980000","06","California","083","980000","Santa Barbara Airport","Airport","Groundwater","2020","-119.839884","34.427194","79000","383000","8770829","8770829","0","0",,,,,,,,,,
"499","06085505010","06","California","085","505010","Santa Clara All Purpose Landfill","Landfill","Groundwater","2019","-121.97234","37.411113","280",,"2298","2298","4756","4015","84.4196804037006","15.5803195962994","3.84777123633305","0","65.0967199327166","0","1.09335576114382","2.64928511354079","11.7325483599664","202663"
"500","06087120200","06","California","087","120200","Santa Cruz Class III Landfill","Landfill","Groundwater","2019","-122.1058","36.9768","110","110","1002","1002","4237","1467","34.6235544016993","65.3764455983007","0.519235308000944","0","3.89426481000708","0","3.25702147746047","6.23082369601133","20.7222091102195","133750"
"501","06083002011","06","California","083","002011","Santa Maria Public Airport","Airport","Groundwater","2020","-120.447872","34.899156","169","2920","39535","39535","6017","4500","74.7881003822503","25.2118996177497","0.0997174671763337","0.432109024430779","3.02476317101546","0","0.0997174671763337","2.89180654811368","68.2399867043377","103185"
"502","06083002211","06","California","083","002211","Santa Maria Regional Waste Management Facility","Landfill","Groundwater","2019","-120.380556","34.949167","10",,"384","384","5894","3714","63.0132337970818","36.9867662029182","1.61180861893451","0.186630471666101","4.29250084832033","0","0","1.44214455378351","55.4801493043773","102589"
"503","06037300902","06","California","037","300902","Scholl Canyon Landfill","Landfill","Groundwater","2019","-118.195651","34.155856","220","75","4415","4415","2051","661","32.2281813749391","67.7718186250609","0.68259385665529","0","18.6250609458801","0","0","3.70550950755729","9.21501706484642","186250"
"504","06013358000","06","California","013","358000","Shore Terminals Llc Selby Terminal","Industry","Groundwater","2019","-122.248","38.04826","2800","48000","229440","229440","5818","4347","74.7163973874184","25.2836026125816","17.8239944998281","0.120316259883121","12.3066345823307","0","1.90787212100378","3.970436576143","38.5871433482296","80255"
"505","06111008502","06","California","111","008502","Simi Valley Landfill","Landfill","Groundwater","2020","-118.796797","34.294665","2","1","73","73","3578","1497","41.8390162101733","58.1609837898267","0.838457238680827","0","6.98714365567356","0","1.62101732811627","14.8127445500279","17.5796534376747","143194"
"506","06095252702","06","California","095","252702","Solano Class III Disposal","Landfill","Groundwater","2019","-121.975733","38.22859","12","13","1900","1900","7119","5469","76.8225874420565","23.1774125579435","21.4636887203259","0","22.039612305099","1.2220817530552","0.618064334878494","9.74856019103807","21.7305801376598","65833"
"507","06097152702","06","California","097","152702","Sonoma County Airport","Airport","Groundwater","2020","-122.810678","38.508193","370","400","38720","38720","4842","1853","38.2693102023957","61.7306897976043","1.46633622470054","0","5.20446096654275","0.0413052457662123","2.72614622057001","6.23709211069806","22.5939694341181","113772"
"508","06097151100","06","California","097","151100","Sonoma County Central Solid Waste Disposal Service","Landfill","Groundwater","2019","-122.745544","38.29526","260","17","1831","1831","4897","1361","27.7925260363488","72.2074739636512","1.28650193996324","0","1.18439861139473","0","0","5.00306309985706","20.3185623851338","127713"
"509","06073002712","06","California","073","002712","South Chollas Landfill","Landfill","Groundwater","2019","-117.059209","32.736896","18",,"243","243","5309","4809","90.5820305142211","9.41796948577887","19.9849312488228","0","17.2537200979469","0","0.621585986061405","0.979468826521002","51.7423243548691","52688"
"510","06073009400","06","California","073","009400","South Miramar Landfill","Landfill","Groundwater","2019","-117.157825","32.845575","130","79","429","429","4394","2553","58.1019572143832","41.8980427856168","16.0901228948566","0.864815657715066","3.25443786982249","0.318616294947656","0.227583067819754","6.16750113791534","31.1788802913063","89893"
"511","06037402403","06","California","037","402403","Spadra Landfill","Landfill","Groundwater","2019","-117.820925","34.047488","1",,"29","29","4826","4176","86.5312888520514","13.4687111479486","2.30004144218815","0.248653128885205","5.07666804807294","0","0.352258599254041","0.994612515540821","77.5590551181102","87536"
"512","06085503105","06","California","085","503105","Story Road Landfill","Landfill","Groundwater","2019","-121.867023","37.328089","140","110","660","660","2012","1802","89.5626242544732","10.4373757455268","0.0497017892644135","0","62.0775347912525","0","0","1.04373757455268","26.3916500994036","61838"
"513","06037920326","06","California","037","920326","Sunshine Canyon Landfill","Landfill","Groundwater","2019","-118.51972","34.334468","21","9","314","314","6971","4014","57.5814086931574","42.4185913068426","4.73389757567064","0.860708650121934","23.1674078324487","0","1.00416009180892","4.60479127815235","23.2104432649548","133417"
"514","06073009504","06","California","073","009504","Sycamore Canyon Landfill","Landfill","Groundwater","2019","-117.030204","32.856071","170","53","1155","1155","6428","3032","47.1686372121966","52.8313627878034","2.45799626633479","0","22.8842563783447","0","0.311138767890479","5.94275046670815","15.5724953329185","250001"
"515","06083002932","06","California","083","002932","Tajiguas Solid Waste Site","Landfill","Groundwater","2019","-120.126538","34.482394","250",,"2222","2222","2342","1261","53.8428693424424","46.1571306575576","1.06746370623399","0.170794192997438","10.5892399658412","0","0.426985482493595","1.66524338172502","39.9231426131511","120250"
"516","06107003401","06","California","107","003401","Teapot Dome Solid Waste Disposal Service","Landfill","Groundwater","2019","-119.107254","36.016506","39","31","162","162","4830","3768","78.0124223602485","21.9875776397516","0.807453416149068","0.165631469979296","6.19047619047619","0","0","0.952380952380952","69.8964803312629","51616"
"517","06029006004","06","California","029","006004","Tehachapi Class III Landfill","Landfill","Groundwater","2019","-118.340693","35.122717",,,"10","10","1440","315","21.875","78.125","3.47222222222222","1.18055555555556","0.277777777777778","0","0.347222222222222","5.41666666666667","11.1805555555556","62317"
"518","06111000304","06","California","111","000304","Toland Road Landfill","Landfill","Groundwater","2020","-118.996654","34.403378",,"8","11","11","4492","3517","78.2947462154942","21.7052537845058","0.133570792520036","0","0.712377560106857","0","0","0.422974176313446","77.0258236865539","66471"
"519","06037207400","06","California","037","207400","Tujunga Remediation Project","WWTP","Groundwater","2018","-118.250499","34.056915","4",,"8","8","2598","1930","74.2879137798306","25.7120862201694","15.6274056966898","0.384911470361817","22.4403387220939","0","0","4.81139337952271","31.0238645111624","78482"
"520","06073019105","06","California","073","019105","Valley Center Landfill","Landfill","Groundwater","2019","-117.071809","33.235026","11","5","65","65","7971","3424","42.9557144649354","57.0442855350646","3.29946054447372","1.25454773554134","11.5794755990465","0","0.439091707439468","4.65437209885836","21.728766779576","122109"
"521","06001451104","06","California","001","451104","Vasco Rd Sanitary Landfill","Landfill","Groundwater","2020","-121.724762","37.755392","190","91","1278","1278","6474","3548","54.8038307074452","45.1961692925548","6.62650602409639","0.216249613839975","23.8029039233859","0.216249613839975","0.47883843064566","5.18999073215941","18.2730923694779","183846"
"522","06071012101","06","California","071","012101","Victorville Class III Landfill","Landfill","Groundwater","2020","-117.262337","34.590503","160","3","2761","2761","7399","3520","47.5739964860116","52.4260035139884","12.3935666982025","0","6.4873631571834","0","1.41911069063387","5.28449790512231","21.9894580348696","77143"
"523","06073021202","06","California","073","021202","Viejas Sanitary Landfill","Landfill","Groundwater","2019","-116.63958","32.82897","52","2","137","137","3238","937","28.9376158122298","71.0623841877702","0.80296479308215","2.19271155033972","0.277949351451513","0.432365657813465","0.86473131562693","5.68252007411983","18.6843730697962","91597"
"524","06107000902","06","California","107","000902","Visalia Solid Waste Disposal Service","Landfill","Groundwater","2019","-119.385547","36.392767",,,"27","27","4430","3344","75.4853273137698","24.5146726862302","0.451467268623025","0.744920993227991","1.46726862302483","0","0","2.84424379232506","69.9774266365689","98542"
"525","06051000102","06","California","051","000102","Walker Sanitary Landfill","Landfill","Groundwater","2020","-119.456736","38.553963","1",,"20","20","2402","979","40.7577019150708","59.2422980849292","0.374687760199833","1.1240632805995","1.79017485428809","0","0.0416319733555371","2.12323064113239","35.3039134054954","105091"
"526","06087122300","06","California","087","122300","Watsonville Class III Landfill","Landfill","Groundwater","2019","-121.812354","36.917829","61",,"2364","2364","3804","1603","42.1398527865405","57.8601472134595","0.0262881177707676","0","1.65615141955836","0","0.920084121976867","5.28391167192429","34.2534174553102","103929"
"527","06013365002","06","California","013","365002","West Contra Costa Landfill","Landfill","Groundwater","2020","-122.381605","37.971166","1600","360","6042","6042","5114","4830","94.4466171294486","5.55338287055143","10.9112240907313","0","11.5369573719202","4.45834962847086","0","3.42197888150176","64.1181071568244","83587"
"528","06073009400","06","California","073","009400","West Miramar Landfill","Landfill","Groundwater","2018","-117.150114","32.842598","950","59","10634","10634","4394","2553","58.1019572143832","41.8980427856168","16.0901228948566","0.864815657715066","3.25443786982249","0.318616294947656","0.227583067819754","6.16750113791534","31.1788802913063","89893"
"529","06001437101","06","California","001","437101","West Winton Landfill","Landfill","Groundwater","2020","-122.15258","37.642716","88","32","1343","1343","7371","6532","88.617555284222","11.382444715778","3.82580382580383","0","54.0767874101207","3.03893637226971","0.447700447700448","4.8297381630715","22.3985890652557","156462"
"530","06035040200","06","California","035","040200","Westwood Class III Landfill","Landfill","Groundwater","2019","-121.022516","40.315434","63",,"173","173","2481","672","27.0858524788392","72.9141475211608","0","7.33575171301894","0","0","0.483675937122128","5.40104796453043","13.8653768641677","65795"
"531","06085504602","06","California","085","504602","Zanker Road Class III Landfill","Landfill","Groundwater","2019","-121.949059","37.438862","19",,"148","148","1542","1261","81.7769130998703","18.2230869001297","2.14007782101167","0","18.5473411154345","0","0","2.72373540856031","58.3657587548638","121953"
"532","06073003213","06","California","073","003213","Hillsborough Landfill","Landfill","Groundwater","2019","-117.028062","32.691688","8","10","125","125","3984","3660","91.8674698795181","8.13253012048193","22.9417670682731","0","47.464859437751","0","0","2.71084337349398","18.75","137870"
"533","41051010200","41","Oregon","051","010200","Gresham STP","Waste","Surface Water","2010","-122.4586","45.5472","5000",,,"5000","7534","4597","61.0167241837006","38.9832758162994","12.8882399787629","1.14149190337138","2.88027608176268","2.65463233342182","0.59729227501991","5.52163525351739","35.3331563578444","81019"
"534","41051007300","41","Oregon","051","007300","Portland International Airport","Airport","Groundwater","2017","-122.595094","45.589769","30900","203000",,"203000","1606","732","45.5790784557908","54.4209215442092","10.0871731008717","0.49813200498132","0.809464508094645","5.97758405977584","0","11.2702366127024","16.9364881693649","56250"
"535","41019130002","41","Oregon","019","130002","Roseburg Armory","Military","Drinking Water","2018","-123.342779","43.208545",,,"1","1","3020","380","12.5827814569536","87.4172185430464","0.662251655629139","0.960264900662252","0.231788079470199","0","0","4.07284768211921","6.65562913907285","62344"
"536","41047000702","41","Oregon","047","000702","Salem Anderson Readiness Center","Military","Drinking Water","2018","-122.995886","44.928383",,,"1","1","6096","3094","50.754593175853","49.245406824147","3.93700787401575","1.08267716535433","2.70669291338583","0","0","7.70997375328084","35.3182414698163","50119"
"537","41043030903","41","Oregon","043","030903","Lebanon Community Pool","Military","Drinking Water","2018","-122.913697","44.528745",,,"2","2","7155","1284","17.9454926624738","82.0545073375262","0","0.377358490566038","2.66946191474493","0","0","3.0188679245283","11.8798043326345","65333"
"538","41007951300","41","Oregon","007","951300","Camp Rilea","Military","Drinking Water","2018","-123.934083","46.122778","1",,"4","4","3234","435","13.4508348794063","86.5491651205937","0","0","1.14409400123686","0","0","5.22572665429808","7.08101422387137","99643"
"539","41045970300","41","Oregon","045","970300","Ontario Readiness Center","Military","Drinking Water","2018","-116.969625","44.014877","1",,"4","4","4514","2303","51.019051838724","48.980948161276","0.0221533008418254","0.132919805050953","2.30394328754985","0","0","1.75011076650421","46.8099246787771","43090"
"540","41039002001","41","Oregon","039","002001","Lane County Armed Forces Reserve Center, Ore.","Military","Unknown","2017","-122.979587","44.065497",,,"6","6","3343","531","15.8839365839067","84.1160634160933","0.299132515704457","0","0.717918037690697","0.119653006281783","1.7648818426563","5.26473227639844","7.71761890517499","85823"
"541","41013950301","41","Oregon","013","950301","BIAK Training Center","Military","Drinking Water","2018","-121.099007","44.222939",,,"4","4","3920","194","4.94897959183673","95.0510204081633","0","0","0.357142857142857","0","0","3.6734693877551","0.918367346938776","119495"
"542","41017000100","41","Oregon","017","000100","Bends National Guard Site (COTEF)","Military","Drinking Water","2018","-121.131655","44.029223",,,"10","10","2073","119","5.74047274481428","94.2595272551857","0","0","0.530631934394597","0","0","4.14857694163049","1.06126386878919","121705"
"543","41037960100","41","Oregon","037","960100","Christmas Valley Radar Site","Military","Drinking Water","2018","-120.3748","43.2762","1",,"14","14","2685","315","11.731843575419","88.268156424581","0","2.08566108007449","0","0","1.71322160148976","0.297951582867784","7.63500931098696","51793"
"544","41035970800","41","Oregon","035","970800","Kingsley Field Air National Guard Base","Military","Groundwater","2018","-121.747842","42.163555","21000","380000","484740","484740","2845","502","17.6449912126538","82.3550087873462","0","1.96836555360281","0","0","0","9.45518453427065","6.22144112478032","68589"
"545","41049970102","41","Oregon","049","970102","Umatilla Army Depot (Lagoons)","Military","Groundwater","2023","-119.45","45.836111","6","4","3451","3451","3915","1343","34.3039591315453","65.6960408684547","0.664112388250319","0","0","0","0.587484035759898","1.89016602809706","31.1621966794381","72719"
"546","41051007300","41","Oregon","051","007300","Portland Air National Guard Base","Military","Groundwater","2020","-122.592513","45.576967","24000","25000","42277","42277","1606","732","45.5790784557908","54.4209215442092","10.0871731008717","0.49813200498132","0.809464508094645","5.97758405977584","0","11.2702366127024","16.9364881693649","56250"
"547","41051007300","41","Oregon","051","007300","Oregon Air National Guard Base","Military","Groundwater","2019","-122.596769","45.574733",,,,"40000","1606","732","45.5790784557908","54.4209215442092","10.0871731008717","0.49813200498132","0.809464508094645","5.97758405977584","0","11.2702366127024","16.9364881693649","56250"
"548","41051010602","41","Oregon","051","010602","Portland Fire & Rescue Bureau Training Facility","Fire Department/Training Facility","Groundwater",,"-122.670687","45.521952",,,"1600","1600","1979","787","39.7675593734209","60.2324406265791","12.0768064679131","0.404244567963618","2.47599797877716","0.505305709954523","0","6.6700353713997","17.6351692774128","36432"
"549","53025010800","53","Washington","025","010800","Moses Lake Wellfield Contamination","Military","Groundwater","2016","-119.305529","47.16546","336","348","1614","1614","5321","2583","48.5435068596129","51.4564931403871","4.54801728998309","0.244314978387521","1.52227024995302","0.225521518511558","0","5.75079872204473","36.2525841007329","45385"
"550","53063013800","53","Washington","063","013800","Fairchild Air Force Base","Military","Groundwater","2017","-117.643853","47.618258","22000","150000","176200","176200","2931","1002","34.1862845445241","65.8137154554759","9.86011600136472","1.50119413169567","2.08120095530536","0","0","4.94711702490618","15.7966564312521","69917"
"551","53027000800","53","Washington","027","000800","Montesano","Military","Drinking Water","2018","-123.655274","46.979233",,,"1","1","4490","765","17.0378619153675","82.9621380846325","0.423162583518931","0.757238307349666","2.09354120267261","0","1.35857461024499","9.33184855233853","3.07349665924276","98020"
